Country,Provider,Type,plan name,data amount (IN MB),cost,currency,plan frequency,additional field info,Conversion Factor to Euro,Cost in Euro,data_amount_MB_numeric,Size_GB,Price_per_GB,plan_frequency_days,updated_dtm
Germany,ESimatic,Roaming,Europe 1GB 7 Days,1024,3.99,$,7 Days,Discount: GET 10% OFF, Network: 5G,0.86,3.4314,1024,1,7,2026-02-11
Germany,ESimatic,Roaming,Germany 1GB 1 Day,1024,3.99,$,1 Day,Discount: GET 10% OFF, Network: 5G,0.86,3.4314,1024,1,1,2026-02-11
Germany,ESimatic,Roaming,Europe Lite 1GB 7 Days,1024,3.99,$,7 Days,Discount: GET 10% OFF, Network: 5G,0.86,3.4314,1024,1,7,2026-02-11
Germany,ESimatic,Roaming,Europe Lite 1GB 1 Day,1024,4.99,$,1 Day,Discount: GET 10% OFF, Network: 5G,0.86,4.2914,1024,1,1,2026-02-11
Germany,ESimatic,Roaming,Germany 2GB 1 Day,2048,5.49,$,1 Day,Discount: GET 10% OFF, Network: 5G,0.86,4.7214,2048,2,1,2026-02-11
Germany,ESimatic,Roaming,Europe 1GB 1 Day,1024,5.49,$,1 Day,Discount: GET 10% OFF, Network: 5G,0.86,4.7214,1024,1,1,2026-02-11
Germany,ESimatic,Roaming,Europe 2GB 1 Day,2048,6.49,$,1 Day,Discount: GET 10% OFF, Network: 5G,0.86,5.5814,2048,2,1,2026-02-11
Germany,eSIMatrix,Domestic,Germany 3 GB - 30 Days,3072,4,USD,30 Days,"Data-only plan, no phone number or SMS.",0.86,3.44,3072,3,1.15,30,2026-02-11
Germany,eSIMatrix,Domestic,Germany 5 GB - 30 Days,5120,6,USD,30 Days,"Data-only plan, no phone number or SMS.",0.86,5.16,5120,5,1.03,30,2026-02-11
Germany,eSIMatrix,Domestic,Germany 10 GB - 30 Days,10240,10,USD,30 Days,"Data-only plan, no phone number or SMS.",0.86,8.6,10240,10,0.86,30,2026-02-11
Germany,eSIMatrix,Domestic,Germany 20 GB - 30 Days,20480,17,USD,30 Days,"Data-only plan, no phone number or SMS.",0.86,14.62,20480,20,0.73,30,2026-02-11
Germany,eSIMatrix,Roaming,Europe 3 GB - 5 Days,3072,6,USD,5 Days,Covers multiple countries including Germany.,0.86,5.16,3072,3,1.72,5,2026-02-11
Germany,eSIMatrix,Roaming,Europe 3 GB - 10 Days,3072,6.5,USD,10 Days,Covers multiple countries including Germany.,0.86,5.59,3072,3,1.86,10,2026-02-11
Germany,eSIMatrix,Roaming,Europe 3 GB - 15 Days,3072,7,USD,15 Days,Covers multiple countries including Germany.,0.86,6.02,3072,3,2.01,15,2026-02-11
Germany,eSIMatrix,Roaming,Europe 3 GB - 30 Days,3072,7,USD,30 Days,Covers multiple countries including Germany.,0.86,6.02,3072,3,2.01,30,2026-02-11
Germany,eSIMatrix,Roaming,Europe 5 GB - 5 Days,5120,7.5,USD,5 Days,Covers multiple countries including Germany.,0.86,6.45,5120,5,1.29,5,2026-02-11
Germany,eSIMatrix,Roaming,Europe 5 GB - 10 Days,5120,8.5,USD,10 Days,Covers multiple countries including Germany.,0.86,7.31,5120,5,1.46,10,2026-02-11
Germany,eSIMatrix,Roaming,Europe 5 GB - 15 Days,5120,9,USD,15 Days,Covers multiple countries including Germany.,0.86,7.74,5120,5,1.55,15,2026-02-11
Germany,eSIMatrix,Roaming,Europe 5 GB - 30 Days,5120,9,USD,30 Days,Covers multiple countries including Germany.,0.86,7.74,5120,5,1.55,30,2026-02-11
Germany,eSIMatrix,Roaming,Europe 10 GB - 5 Days,10240,12,USD,5 Days,Covers multiple countries including Germany.,0.86,10.32,10240,10,1.03,5,2026-02-11
Germany,eSIMatrix,Roaming,Europe 10 GB - 10 Days,10240,13.5,USD,10 Days,Covers multiple countries including Germany.,0.86,11.61,10240,10,1.16,10,2026-02-11
Germany,eSIMatrix,Roaming,Europe 10 GB - 15 Days,10240,14,USD,15 Days,Covers multiple countries including Germany.,0.86,12.04,10240,10,1.2,15,2026-02-11
Germany,eSIMatrix,Roaming,Europe 10 GB - 30 Days,10240,14.5,USD,30 Days,Covers multiple countries including Germany.,0.86,12.47,10240,10,1.25,30,2026-02-11
Germany,eSIMatrix,Roaming,Europe 20 GB - 5 Days,20480,19.5,USD,5 Days,Covers multiple countries including Germany.,0.86,16.77,20480,20,0.84,5,2026-02-11
Germany,eSIMatrix,Roaming,Europe 20 GB - 10 Days,20480,22,USD,10 Days,Covers multiple countries including Germany.,0.86,18.92,20480,20,0.95,10,2026-02-11
Germany,eSIMatrix,Roaming,Europe 20 GB - 15 Days,20480,23,USD,15 Days,Covers multiple countries including Germany.,0.86,19.78,20480,20,0.99,15,2026-02-11
Germany,eSIMatrix,Roaming,Europe 20 GB - 30 Days,20480,24,USD,30 Days,Covers multiple countries including Germany.,0.86,20.64,20480,20,1.03,30,2026-02-11
Germany,Esimcard,Domestic,1 GB for 1 Day,1024,1.48,USD,1 Day,"5G Supported, Tethering/Hotspot: Yes, Speed Limit: No, Unthrottled, activated on first data use",0.86,1.27,1024,1,1.27,1,2026-01-11
Germany,Esimcard,Domestic,1 GB for 7 Days,1024,1.52,USD,7 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,1.31,1024,1,1.31,7,2026-01-11
Germany,Esimcard,Domestic,2 GB for 3 Days,2048,2.21,USD,3 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,1.9,2048,2,0.95,3,2026-01-11
Germany,Esimcard,Domestic,2 GB for 7 Days,2048,2.29,USD,7 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,1.97,2048,2,0.98,7,2026-01-11
Germany,Esimcard,Domestic,3 GB for 7 Days,3072,3.04,USD,7 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,2.61,3072,3,0.87,7,2026-01-11
Germany,Esimcard,Domestic,3 GB for 15 Days,3072,3.16,USD,15 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,2.72,3072,3,0.91,15,2026-01-11
Germany,Esimcard,Domestic,5 GB for 15 Days,5120,4.72,USD,15 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,4.06,5120,5,0.81,15,2026-01-11
Germany,Esimcard,Domestic,5 GB for 30 Days,5120,4.9,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,4.21,5120,5,0.84,30,2026-01-11
Germany,Esimcard,Domestic,7 GB for 15 Days,7168,6.37,USD,15 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,5.48,7168,7,0.78,15,2026-01-11
Germany,Esimcard,Domestic,7 GB for 30 Days,7168,6.64,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,5.71,7168,7,0.82,30,2026-01-11
Germany,Esimcard,Domestic,10 GB for 15 Days,10240,8.53,USD,15 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,7.34,10240,10,0.73,15,2026-01-11
Germany,Esimcard,Domestic,10 GB for 30 Days,10240,8.9,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,7.65,10240,10,0.77,30,2026-01-11
Germany,Esimcard,Domestic,15 GB for 30 Days,15360,12.56,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,10.8,15360,15,0.72,30,2026-01-11
Germany,Esimcard,Domestic,20 GB for 30 Days,20480,16.56,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,14.24,20480,20,0.71,30,2026-01-11
Germany,Esimcard,Domestic,20 GB for 60 Days,20480,17.95,USD,60 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,15.44,20480,20,0.77,60,2026-01-11
Germany,Esimcard,Domestic,30 GB for 30 Days,30720,24.56,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,21.12,30720,30,0.7,30,2026-01-11
Germany,Esimcard,Domestic,30 GB for 60 Days,30720,26.65,USD,60 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,22.92,30720,30,0.76,60,2026-01-11
Germany,Esimcard,Domestic,40 GB for 30 Days,40960,32.57,USD,30 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,28.01,40960,40,0.7,30,2026-01-11
Germany,Esimcard,Domestic,50 GB for 60 Days,51200,40.41,USD,60 Days,"5G Supported, Tethering/Hotspot: Yes",0.86,34.75,51200,50,0.7,60,2026-01-11
Germany,eSimFlare,Domestic,Germany 2GB/Day,2048,3,USD,1 Day,2GB + unlimited at 384kbps,0.86,2.58,2048,2,1.29,1,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,3,USD,3 Days,500MB/day + unlimited at 384kbps,0.86,2.58,500,0.49,5.28,3,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB 7Days,1024,3,USD,7 Days,,0.86,2.58,1024,1,2.58,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,3,USD,1 Day,1GB + unlimited at 384kbps,0.86,2.58,1024,1,2.58,1,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,3,USD,1 Day,500MB + unlimited at 384kbps,0.86,2.58,500,0.49,5.28,1,2026-02-11
Germany,eSimFlare,Domestic,Germany 3GB 15Days,3072,3.4,USD,15 Days,,0.86,2.92,3072,3,0.97,15,2026-02-11
Germany,eSimFlare,Domestic,Germany 3GB 30Days,3072,3.6,USD,30 Days,,0.86,3.1,3072,3,1.03,30,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,3.9,USD,3 Days,1GB/day + unlimited at 384kbps,0.86,3.35,1024,1,3.35,3,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,4,USD,5 Days,500MB/day + unlimited at 384kbps,0.86,3.44,500,0.49,7.05,5,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,5,USD,1 Day,5GB + unlimited at 384kbps,0.86,4.3,5120,5,0.86,1,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB 30Days,5120,5.4,USD,30 Days,,0.86,4.64,5120,5,0.93,30,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,5.6,USD,7 Days,500MB/day + unlimited at 384kbps,0.86,4.82,500,0.49,9.86,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,6.5,USD,5 Days,1GB/day + unlimited at 384kbps,0.86,5.59,1024,1,5.59,5,2026-02-11
Germany,eSimFlare,Domestic,Germany 2GB/Day,2048,7.2,USD,3 Days,2GB/day + unlimited at 384kbps,0.86,6.19,2048,2,3.1,3,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB 30Days,10240,9.4,USD,30 Days,,0.86,8.08,10240,10,0.81,30,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,8,USD,10 Days,500MB/day + unlimited at 384kbps,0.86,6.88,500,0.49,14.09,10,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,9.1,USD,7 Days,1GB/day + unlimited at 384kbps,0.86,7.83,1024,1,7.83,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 500MB/Day,500,11.2,USD,14 Days,500MB/day + unlimited at 384kbps,0.86,9.63,500,0.49,19.73,14,2026-02-11
Germany,eSimFlare,Domestic,Germany 2GB/Day,2048,12,USD,5 Days,2GB/day + unlimited at 384kbps,0.86,10.32,2048,2,5.16,5,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,13,USD,10 Days,1GB/day + unlimited at 384kbps,0.86,11.18,1024,1,11.18,10,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,14.6,USD,1 Day,10GB + unlimited at 384kbps,0.86,12.56,10240,10,1.26,1,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,15,USD,3 Days,5GB/day + unlimited at 384kbps,0.86,12.9,5120,5,2.58,3,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,15.8,USD,7 Days,1GB/day + unlimited at 384kbps,0.86,13.59,1024,1,13.59,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 2GB/Day,2048,16.8,USD,7 Days,2GB/day + unlimited at 384kbps,0.86,14.45,2048,2,7.22,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 20GB 30Days,20480,16.4,USD,30 Days,,0.86,14.1,20480,20,0.71,30,2026-02-11
Germany,eSimFlare,Domestic,Germany 2GB/Day,2048,18,USD,10 Days,2GB/day + unlimited at 384kbps,0.86,15.48,2048,2,7.74,10,2026-02-11
Germany,eSimFlare,Domestic,Germany 1GB/Day,1024,18.2,USD,14 Days,1GB/day + unlimited at 384kbps,0.86,15.65,1024,1,15.65,14,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,18.8,USD,5 Days,5GB/day + unlimited at 384kbps,0.86,16.17,5120,5,3.23,5,2026-02-11
Germany,eSimFlare,Domestic,Germany 50GB 30Days,51200,25.5,USD,30 Days,,0.86,21.93,51200,50,0.44,30,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,26.3,USD,7 Days,5GB/day + unlimited at 384kbps,0.86,22.62,5120,5,4.52,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 50GB 180Days,51200,33,USD,180 Days,,0.86,28.38,51200,50,0.57,180,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,37.5,USD,10 Days,5GB/day + unlimited at 384kbps,0.86,32.25,5120,5,6.45,10,2026-02-11
Germany,eSimFlare,Domestic,Germany 5GB/Day,5120,52.5,USD,14 Days,5GB/day + unlimited at 384kbps,0.86,45.15,5120,5,9.03,14,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,32.8,USD,3 Days,10GB/day + unlimited at 384kbps,0.86,28.21,10240,10,2.82,3,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,54.6,USD,5 Days,10GB/day + unlimited at 384kbps,0.86,46.96,10240,10,4.7,5,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,76.5,USD,7 Days,10GB/day + unlimited at 384kbps,0.86,65.79,10240,10,6.58,7,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,109.2,USD,10 Days,10GB/day + unlimited at 384kbps,0.86,93.91,10240,10,9.39,10,2026-02-11
Germany,eSimFlare,Domestic,Germany 10GB/Day,10240,152.9,USD,14 Days,10GB/day + unlimited at 384kbps,0.86,131.49,10240,10,13.15,14,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 1GB 7Days,1024,3,USD,7 Days,,0.86,2.58,1024,1,2.58,7,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 1GB 30Days,1024,3,USD,30 Days,,0.86,2.58,1024,1,2.58,30,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 1GB/Day,1024,3,USD,1 Day,1GB + unlimited at 384kbps,0.86,2.58,1024,1,2.58,1,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 300MB/Day,300,3,USD,3 Days,300MB/day + unlimited at 384kbps,0.86,2.58,300,0.29,8.81,3,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 500MB/Day,500,3,USD,1 Day,500MB + unlimited at 384kbps,0.86,2.58,500,0.49,5.28,1,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 300MB/Day,300,3,USD,1 Day,300MB + unlimited at 384kbps,0.86,2.58,300,0.29,8.81,1,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 1.5GB/Day,5120,4.4,USD,1 Day,5GB + unlimited at 384kbps,0.86,3.78,5120,5,0.76,1,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 3GB 15Days,3072,7.4,USD,15 Days,,0.86,6.36,3072,3,2.12,15,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 3GB 30Days,3072,7.6,USD,30 Days,,0.86,6.54,3072,3,2.18,30,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 10GB 30Days,10240,19.8,USD,30 Days,,0.86,17.03,10240,10,1.7,30,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 20GB 30Days,20480,25.2,USD,30 Days,,0.86,21.67,20480,20,1.08,30,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 50GB 180Days,51200,54.8,USD,180 Days,,0.86,47.13,51200,50,0.94,180,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 1.5GB/Day,5120,46.2,USD,14 Days,5GB/day + unlimited at 384kbps,0.86,39.73,5120,5,7.95,14,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 3GB/Day,3072,92.4,USD,14 Days,3GB/day + unlimited at 384kbps,0.86,79.46,3072,3,26.49,14,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 2GB/Day,2048,60.9,USD,14 Days,2GB/day + unlimited at 384kbps,0.86,52.37,2048,2,26.19,14,2026-02-11
Europe,eSimFlare,Roaming,Europe(30+ areas) 3GB/Day,3072,66,USD,10 Days,3GB/day + unlimited at 384kbps,0.86,56.76,3072,3,18.92,10,2026-02-11
Germany,ESIMFUN,Roaming,1GB for 1 Day,1024,3.2,USD,1 Day,,0.86,2.75,1024,1,2.75,1,2026-02-11
Germany,ESIMFUN,Roaming,1GB for 7 Days,1024,3.52,USD,7 Days,,0.86,3.03,1024,1,3.03,7,2026-02-11
Germany,ESIMFUN,Roaming,2GB for 15 Days,2048,5.45,USD,15 Days,,0.86,4.69,2048,2,2.34,15,2026-02-11
Germany,ESIMFUN,Roaming,3GB for 30 Days,3072,7.07,USD,30 Days,,0.86,6.08,3072,3,2.03,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 3 Days,1024,8.36,USD,3 Days,High Speed Daily,0.86,7.19,1024,1,7.19,3,2026-02-11
Germany,ESIMFUN,Roaming,5GB for 30 Days,5120,10.62,USD,30 Days,,0.86,9.13,5120,5,1.83,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 5 Days,1024,13.85,USD,5 Days,High Speed Daily,0.86,11.91,1024,1,11.91,5,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 3 Days (Unlimited),102400,14.49,USD,3 Days,Unlimited data plan,0.86,12.46,102400,100,0.12,3,2026-02-11
Germany,ESIMFUN,Roaming,1GB for 7 Days,1024,14.49,USD,7 Days,,0.86,12.46,1024,1,12.46,7,2026-02-11
Germany,ESIMFUN,Roaming,10GB for 30 Days,10240,18.04,USD,30 Days,,0.86,15.51,10240,10,1.55,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 7 Days,1024,19.33,USD,7 Days,High Speed Daily,0.86,16.62,1024,1,16.62,7,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 5 Days (Unlimited),102400,23.21,USD,5 Days,Unlimited data plan,0.86,19.96,102400,100,0.2,5,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 10 Days,1024,27.08,USD,10 Days,High Speed Daily,0.86,23.29,1024,1,23.29,10,2026-02-11
Germany,ESIMFUN,Roaming,2GB for 15 Days,2048,28.05,USD,15 Days,,0.86,24.12,2048,2,12.06,15,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 7 Days (Unlimited),102400,31.92,USD,7 Days,Unlimited data plan,0.86,27.45,102400,100,0.27,7,2026-02-11
Germany,ESIMFUN,Roaming,20GB for 30 Days,20480,32.89,USD,30 Days,,0.86,28.29,20480,20,1.41,30,2026-02-11
Germany,ESIMFUN,Roaming,3GB for 30 Days,3072,39.35,USD,30 Days,,0.86,33.84,3072,3,11.28,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 15 Days,1024,40.64,USD,15 Days,High Speed Daily,0.86,34.95,1024,1,34.95,15,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 10 Days (Unlimited),102400,45.16,USD,10 Days,Unlimited data plan,0.86,38.84,102400,100,0.39,10,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 3 Days,1024,59.03,USD,3 Days,High Speed Daily,0.86,50.77,1024,1,50.77,3,2026-02-11
Germany,ESIMFUN,Roaming,5GB for 30 Days,5120,64.52,USD,30 Days,,0.86,55.49,5120,5,11.1,30,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 15 Days (Unlimited),102400,66.46,USD,15 Days,Unlimited data plan,0.86,57.16,102400,100,0.57,15,2026-02-11
Germany,ESIMFUN,Roaming,50GB for 30 Days,51200,68.07,USD,30 Days,,0.86,58.54,51200,50,1.17,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 30 Days,1024,80.01,USD,30 Days,High Speed Daily,0.86,68.81,1024,1,68.81,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 5 Days,1024,97.77,USD,5 Days,High Speed Daily,0.86,84.08,1024,1,84.08,5,2026-02-11
Germany,ESIMFUN,Roaming,10GB for 30 Days,10240,119.07,USD,30 Days,,0.86,102.4,10240,10,10.24,30,2026-02-11
Germany,ESIMFUN,Roaming,100GB for 30 Days (Unlimited),102400,129.08,USD,30 Days,Unlimited data plan,0.86,111.01,102400,100,1.11,30,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 7 Days,1024,136.18,USD,7 Days,High Speed Daily,0.86,117.11,1024,1,117.11,7,2026-02-11
Germany,ESIMFUN,Roaming,1GB/day for 10 Days,1024,194.28,USD,10 Days,High Speed Daily,0.86,167.08,1024,1,167.08,10,2026-02-11
Germany,ESIMFUN,Roaming,20GB for 30 Days,20480,213,USD,30 Days,,0.86,183.18,20480,20,9.16,30,2026-02-11
Germany,eSIMo,Domestic,Germany 1GB,1024,3.9,USD,7 Days,GET 22% OFF (One-time),0.86,3.35,1024,1,3.35,7,2026-02-11
Germany,eSIMo,Domestic,Germany 3GB,3072,8.9,USD,30 Days,GET 22% OFF (One-time),0.86,7.65,3072,3,2.55,30,2026-02-11
Germany,eSIMo,Domestic,Germany 5GB,5120,13.9,USD,30 Days,GET 22% OFF (One-time),0.86,11.95,5120,5,2.39,30,2026-02-11
Germany,eSIMo,Domestic,Germany 10GB,10240,21.9,USD,30 Days,GET 22% OFF (One-time),0.86,18.83,10240,10,1.88,30,2026-02-11
Germany,eSIMo,Domestic,Germany 20GB,20480,25.9,USD,30 Days,GET 22% OFF (One-time),0.86,22.27,20480,20,1.11,30,2026-02-11
Germany,eSIMo,Roaming,Europe 1GB,1024,4.5,USD,7 Days,GET 22% OFF (One-time),0.86,3.87,1024,1,3.87,7,2026-02-11
Germany,eSIMo,Roaming,Europe 3GB,3072,10.9,USD,30 Days,GET 22% OFF (One-time),0.86,9.37,3072,3,3.12,30,2026-02-11
Germany,eSIMo,Roaming,Europe 5GB,5120,15.9,USD,30 Days,GET 22% OFF (One-time),0.86,13.67,5120,5,2.73,30,2026-02-11
Germany,eSIMo,Roaming,Europe 10GB,10240,24.9,USD,30 Days,GET 22% OFF (One-time),0.86,21.41,10240,10,2.14,30,2026-02-11
Germany,eSIMo,Roaming,Europe 20GB,20480,39.9,USD,30 Days,GET 22% OFF (One-time),0.86,34.31,20480,20,1.72,30,2026-02-11
Germany,eSIMo,Roaming,Global 1GB,1024,14.9,USD,7 Days,GET 22% OFF (One-time),0.86,12.81,1024,1,12.81,7,2026-02-11
Germany,eSIMo,Roaming,Global 3GB,3072,39.9,USD,30 Days,GET 22% OFF (One-time),0.86,34.31,3072,3,11.44,30,2026-02-11
Germany,eSIMo,Roaming,Global 5GB,5120,64.9,USD,30 Days,GET 22% OFF (One-time),0.86,55.81,5120,5,11.16,30,2026-02-11
Germany,eSIMo,Roaming,Global 10GB,10240,114.9,USD,30 Days,GET 22% OFF (One-time),0.86,98.81,10240,10,9.88,30,2026-02-11
Germany,eSIMo,Roaming,Global 20GB,20480,199.9,USD,30 Days,GET 22% OFF (One-time),0.86,171.91,20480,20,8.6,30,2026-02-11
Germany,Esimple,Domestic,3GB Plan,3072,9,USD,7 Days,"Prepaid eSIM at local rates, Quick QR activation, Hassle-free top-ups, Fast and reliable internet, Flexible plans for different itineraries, Coverage across Germany, No long-term commitments, Multi-device compatibility",0.86,7.74,3072,3,2.58,7,2026-01-11
Germany,Esimple,Domestic,5GB Plan,5120,13,USD,10 Days,"Prepaid eSIM at local rates, Quick QR activation, Hassle-free top-ups, Fast and reliable internet, Flexible plans for different itineraries, Coverage across Germany, No long-term commitments, Multi-device compatibility",0.86,11.18,5120,5,2.24,10,2026-01-11
Germany,Esimple,Domestic,10GB Plan,10240,19,USD,30 Days,"Prepaid eSIM at local rates, Quick QR activation, Hassle-free top-ups, Fast and reliable internet, Flexible plans for different itineraries, Coverage across Germany, No long-term commitments, Multi-device compatibility",0.86,16.34,10240,10,1.63,30,2026-01-11
Germany,Esimple,Domestic,20GB Plan,20480,21,USD,30 Days,"Prepaid eSIM at local rates, Quick QR activation, Hassle-free top-ups, Fast and reliable internet, Flexible plans for different itineraries, Coverage across Germany, No long-term commitments, Multi-device compatibility",0.86,18.06,20480,20,0.9,30,2026-01-11
Germany,Esimplus,Domestic,"1 GB, 1 day",1024,3.05,USD,1 day,Roaming-free mobile data for trips to Germany,0.86,2.623,1024,1,2.623,1,2026-01-11
Germany,Esimplus,Domestic,"1 GB, 7 days",1024,2.8,USD,7 days,Roaming-free mobile data for trips to Germany,0.86,2.408,1024,1,2.408,7,2026-01-11
Germany,Esimplus,Domestic,"2 GB, 15 days",2048,4.05,USD,15 days,Roaming-free mobile data for trips to Germany,0.86,3.483,2048,2,1.7415,15,2026-01-11
Germany,Esimplus,Domestic,"3 GB, 30 days",3072,5.4,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,4.644,3072,3,1.548,30,2026-01-11
Germany,Esimplus,Domestic,"5 GB, 30 days",5120,8.1,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,6.966,5120,5,1.3932,30,2026-01-11
Germany,Esimplus,Domestic,"10 GB, 30 days",10240,10.2,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,8.772,10240,10,0.8772,30,2026-01-11
Germany,Esimplus,Domestic,"20 GB, 30 days",20480,14.7,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,12.642,20480,20,0.6321,30,2026-01-11
Germany,Esimplus,Domestic,"49 GB, 30 days",50176,51.6,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,44.376,50176,49,0.9056326531,30,2026-01-11
Germany,Esimplus,Domestic,"50 GB, 30 days",51200,38.1,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,32.766,51200,50,0.65532,30,2026-01-11
Germany,Esimplus,Domestic,"100 GB, 30 days",102400,60.9,USD,30 days,Roaming-free mobile data for trips to Germany,0.86,52.374,102400,100,0.52374,30,2026-01-11
Germany,esimplus.me,Domestic,,1024,3.05,USD,1 day,1 GB for 1 day,1,2.623,1024,1,2.623,1,2026-02-11
Germany,esimplus.me,Domestic,,1024,2.8,USD,7 days,1 GB for 7 days,1,2.408,1024,1,2.408,7,2026-02-11
Germany,esimplus.me,Domestic,,2048,4.05,USD,15 days,2 GB for 15 days,1,3.483,2048,2,1.7415,15,2026-02-11
Germany,esimplus.me,Domestic,,3072,5.4,USD,30 days,3 GB for 30 days,1,4.644,3072,3,1.548,30,2026-02-11
Germany,esimplus.me,Domestic,,5120,8.1,USD,30 days,5 GB for 30 days,1,6.966,5120,5,1.3932,30,2026-02-11
Germany,esimplus.me,Domestic,,10240,10.2,USD,30 days,10 GB for 30 days,1,8.772,10240,10,0.8772,30,2026-02-11
Germany,esimplus.me,Domestic,,20480,14.7,USD,30 days,20 GB for 30 days,1,12.642,20480,20,0.6321,30,2026-02-11
Germany,esimplus.me,Domestic,,50176,51.6,USD,30 days,49 GB for 30 days,1,44.376,50176,49,0.9056326531,30,2026-02-11
Germany,esimplus.me,Domestic,,51200,38.1,USD,30 days,50 GB for 30 days,1,32.766,51200,50,0.65532,30,2026-02-11
